,選手名,球団,一軍,防御率,勝,負,S,奪三振,試合数,投球回,奪三振率,投球数,打者数,被安打,被本塁打,与四球,与死球,敬遠,失点,自責点,完投,完封,無四球,被打率,QS率,援護点,援護率,WHIP,UP打数,UP被安打,UP被打率,UP被本塁打,最高球速,最低球速,球速差,year,get_out
472,伊藤準規,中,○,3.96,0,2,0,24,9,382/3,5.59,744,186,48,3,23,4,1,23,17,0,0,0,.322,57.14%,11,2.30,1.81,57,21,.368,3,151,100,51,2014,116.0
473,濱田達郎,中,,4.07,5,3,0,72,16,792/3,8.13,1381,352,80,8,33,4,0,40,36,1,1,0,.260,46.15%,46,5.38,1.42,141,29,.206,3,144,110,34,2014,239.0
474,カブレラ,中,,4.09,5,7,0,59,14,77,6.90,1329,342,77,4,39,4,0,41,35,0,0,0,.270,57.14%,36,4.05,1.51,152,47,.309,2,151,114,37,2014,231.0
475,吉見一起,中,,4.20,0,1,0,6,3,15,3.60,206,62,16,4,2,0,0,8,7,0,0,0,.276,33.33%,6,3.18,1.20,37,10,.270,1,145,126,19,2014,45.0
476,岡田俊哉,中,○,4.33,3,7,1,51,38,722/3,6.32,1176,307,67,5,31,2,1,39,35,0,0,0,.256,42.86%,14,3.23,1.33,117,28,.239,1,147,98,49,2014,218.0
477,山本昌,中,,4.50,1,1,0,9,3,14,5.79,235,60,16,0,3,1,0,8,7,0,0,0,.308,0.00%,6,3.86,1.36,39,13,.333,0,135,99,36,2014,42.0
478,鈴木翔太,中,,4.50,0,0,0,8,5,6,12.00,94,26,5,3,1,1,0,3,3,0,0,0,.208,0.00%,0,0.00,1.00,0,0,.000,0,144,122,22,2014,18.0
479,川上憲伸,中,,4.78,1,2,0,24,6,32,6.75,520,142,33,2,17,2,0,18,17,0,0,0,.287,50.00%,17,4.50,1.56,53,16,.302,1,144,96,48,2014,96.0
480,若松駿太,中,,4.96,0,1,0,5,7,161/3,2.76,250,72,19,0,6,0,0,13,9,0,0,0,.302,0.00%,6,6.00,1.53,31,10,.323,0,141,97,44,2014,49.0
481,田島慎二,中,○,5.12,3,5,0,55,42,51,9.71,914,232,47,5,29,4,2,35,29,0,0,0,.246,0.00%,0,0.00,1.45,40,13,.325,2,153,117,36,2014,153.0
482,岩田慎司,中,,5.32,2,1,0,22,10,232/3,8.37,393,101,26,7,5,0,0,14,14,0,0,0,.283,33.33%,9,5.06,1.31,41,12,.293,4,143,94,49,2014,71.0
483,朝倉健太,中,,5.40,4,6,1,44,21,75,5.28,1203,328,72,10,31,4,0,47,45,0,0,0,.257,23.08%,30,3.97,1.37,121,31,.256,4,146,114,32,2014,225.0
484,浅尾拓也,中,,6.16,1,1,0,20,22,19,9.47,372,87,17,4,12,2,0,13,13,0,0,0,.239,0.00%,0,0.00,1.53,21,5,.238,1,148,117,31,2014,57.0
485,山内壮馬,中,,11.25,0,1,0,2,1,4,4.50,96,26,8,1,5,0,0,7,5,0,0,0,.381,0.00%,0,0.00,3.25,2,0,.000,0,139,109,30,2014,12.0
486,小熊凌祐,中,,13.50,0,1,0,0,2,2,0.00,35,10,4,1,1,0,0,3,3,0,0,0,.500,0.00%,0,0.00,2.50,2,2,1.000,1,146,108,38,2014,6.0
487,小林正人,中,○,40.50,0,0,0,1,2,11/3,6.75,51,12,7,0,1,0,0,6,6,0,0,0,.700,0.00%,0,0.00,6.00,1,0,.000,0,124,111,13,2014,4.0
488,鈴木義広,中,○,99.99,0,0,0,0,1,0,0.00,3,1,1,1,0,0,0,1,1,0,0,0,1.000,0.00%,0,0.00,0.00,0,0,.000,0,133,128,5,2014,0.0
489,吉見一起,中,,0.94,3,0,0,39,8,48,7.31,691,186,34,0,12,1,0,5,5,0,0,0,.200,75.00%,21,3.78,0.96,132,30,.227,0,143,116,27,2015,144.0
490,岡田俊哉,中,○,1.57,0,1,0,55,50,571/3,8.63,893,225,38,1,15,2,0,10,10,0,0,0,.188,0.00%,0,0.00,0.92,61,13,.213,0,147,109,38,2015,172.0
491,若松駿太,中,○,2.12,10,4,0,113,23,140,7.26,2401,575,111,10,50,2,1,35,33,2,1,0,.217,75.00%,61,4.07,1.14,273,61,.223,6,144,98,46,2015,420.0
492,田島慎二,中,○,2.28,4,6,9,62,64,75,7.44,1229,316,68,4,25,6,2,25,19,0,0,0,.247,0.00%,0,0.00,1.21,135,35,.259,2,151,119,32,2015,225.0
493,大野雄大,中,○,2.52,11,10,0,154,28,2071/3,6.68,3250,826,169,12,47,3,1,67,58,6,3,1,.224,70.37%,74,3.13,1.04,438,101,.231,7,151,116,35,2015,622.0
494,祖父江大輔,中,○,2.70,0,2,1,28,33,331/3,7.56,543,144,32,1,7,2,0,10,10,0,0,0,.244,0.00%,0,0.00,1.17,20,7,.350,0,149,120,29,2015,100.0
495,バルデス,中,○,3.18,5,8,0,93,22,133,6.29,2337,560,130,6,36,2,0,56,47,1,0,0,.253,66.67%,44,2.79,1.25,311,84,.270,3,147,107,40,2015,399.0
496,浅尾拓也,中,,3.19,1,1,3,34,36,31,9.87,541,142,31,3,17,1,2,11,11,0,0,0,.261,0.00%,0,0.00,1.48,51,15,.294,2,149,112,37,2015,93.0
497,又吉克樹,中,○,3.36,6,6,0,82,63,721/3,10.20,1248,301,64,5,23,4,0,27,27,0,0,0,.243,0.00%,0,0.00,1.20,145,38,.262,1,150,117,33,2015,217.0
498,髙橋聡文,中,,3.51,3,3,0,26,35,252/3,9.12,437,109,27,1,2,1,0,13,10,0,0,0,.265,0.00%,0,0.00,1.13,27,9,.333,0,149,118,31,2015,77.0
499,西川健太郎,中,,3.68,1,0,0,6,6,71/3,7.36,133,33,7,0,6,0,0,3,3,0,0,0,.259,0.00%,0,0.00,1.77,0,0,.000,0,144,106,38,2015,22.0
500,雄太,中,,3.78,0,2,0,8,3,162/3,4.32,282,69,16,1,4,0,0,7,7,0,0,0,.254,33.33%,5,2.65,1.20,25,10,.400,1,141,105,36,2015,50.0
501,ネイラー,中,○,3.81,4,3,0,41,10,52,7.10,841,220,48,5,19,4,0,22,22,0,0,0,.249,75.00%,24,4.08,1.29,122,23,.189,1,152,115,37,2015,156.0
502,山井大介,中,,3.92,4,12,2,79,33,140,5.08,2216,589,132,13,50,2,2,69,61,0,0,0,.256,54.55%,43,2.93,1.29,352,80,.227,7,146,101,45,2015,420.0
503,八木智哉,中,○,3.92,4,6,0,45,14,592/3,6.79,978,257,63,10,22,2,0,30,26,0,0,0,.280,36.36%,22,3.54,1.42,89,28,.315,6,143,104,39,2015,179.0
504,武藤祐太,中,,3.95,2,3,0,10,8,271/3,3.29,415,120,31,2,12,0,0,14,12,0,0,0,.307,20.00%,10,4.50,1.57,54,21,.389,2,145,115,30,2015,82.0
505,金子丈,中,,3.95,0,0,0,12,10,132/3,7.90,219,58,17,0,1,1,0,6,6,0,0,0,.304,0.00%,0,0.00,1.32,0,0,.000,0,147,104,43,2015,41.0
506,福谷浩司,中,,4.05,3,4,19,25,42,40,5.63,628,176,38,3,20,3,0,19,18,0,0,0,.264,0.00%,0,0.00,1.45,65,16,.246,1,156,120,36,2015,120.0
507,小熊凌祐,中,,4.07,1,1,0,24,13,42,5.14,688,183,39,6,17,2,0,21,19,0,0,0,.250,42.86%,12,2.84,1.33,74,13,.176,2,149,105,44,2015,126.0
508,岩田慎司,中,,4.50,0,2,0,7,3,16,3.94,271,71,17,1,8,1,1,8,8,0,0,0,.283,66.67%,5,2.65,1.50,33,11,.333,0,141,105,36,2015,48.0
509,伊藤準規,中,,5.68,0,0,0,3,2,61/3,4.26,114,33,9,0,3,1,0,6,4,0,0,0,.310,0.00%,2,4.50,1.89,9,3,.333,0,149,106,43,2015,19.0
510,鈴木翔太,中,,6.75,0,0,0,2,2,4,4.50,85,20,6,0,3,0,0,3,3,0,0,0,.353,0.00%,3,9.00,2.25,11,4,.364,0,144,125,19,2015,12.0
511,山本昌,中,○,6.75,0,0,0,2,2,11/3,13.50,25,7,1,0,2,0,0,1,1,0,0,0,.250,0.00%,0,0.00,2.25,3,1,.333,0,133,104,29,2015,4.0
512,濱田達郎,中,,7.47,0,3,0,9,4,152/3,5.17,296,72,10,3,16,0,0,13,13,0,0,0,.196,25.00%,0,0.00,1.66,24,7,.292,1,142,109,33,2015,47.0
513,小川龍也,中,,9.00,0,0,0,1,2,2,4.50,49,10,3,0,1,1,0,2,2,0,0,0,.375,0.00%,0,0.00,2.00,0,0,.000,0,135,113,22,2015,6.0
514,野村亮介,中,,10.13,0,0,0,1,3,22/3,3.38,74,19,8,0,3,0,0,6,3,0,0,0,.500,0.00%,0,0.00,4.13,3,1,.333,0,146,123,23,2015,8.0
515,山本雅士,中,,10.38,0,0,0,2,3,41/3,4.15,93,22,7,1,2,0,0,5,5,0,0,0,.350,0.00%,0,0.00,2.08,0,0,.000,0,146,110,36,2015,13.0
516,朝倉健太,中,,14.54,0,0,0,1,4,41/3,2.08,77,23,8,1,2,0,0,7,7,0,0,0,.400,0.00%,0,0.00,2.31,0,0,.000,0,141,116,25,2015,13.0
517,浜田智博,中,,40.50,0,0,0,2,1,02/3,27.00,29,7,5,2,0,0,0,3,3,0,0,0,.714,0.00%,0,0.00,7.50,0,0,.000,0,142,110,32,2015,2.0
518,雄太,中,,0.00,0,0,0,0,1,01/3,0.00,5,1,0,0,0,0,0,0,0,0,0,0,.000,0.00%,0,0.00,0.00,0,0,.000,0,138,136,2,2016,1.0
519,岩田慎司,中,,0.00,0,0,0,0,1,01/3,0.00,2,1,0,0,0,0,0,0,0,0,0,0,.000,0.00%,0,0.00,0.00,0,0,.000,0,136,128,8,2016,1.0
520,八木智哉,中,,1.50,0,0,0,2,1,6,3.00,85,22,3,1,2,0,0,1,1,0,0,0,.150,100.00%,2,3.00,0.83,20,3,.150,1,144,107,37,2016,18.0
521,小川龍也,中,○,2.27,1,1,0,34,44,312/3,9.66,530,126,21,1,9,3,0,10,8,0,0,0,.189,0.00%,0,0.00,0.95,25,5,.200,0,143,109,34,2016,95.0
522,田島慎二,中,○,2.44,3,4,17,61,59,59,9.31,992,248,50,5,25,3,1,16,16,0,0,0,.234,0.00%,0,0.00,1.25,118,28,.237,2,150,121,29,2016,177.0
523,阿知羅拓馬,中,,2.51,0,0,0,14,13,141/3,8.79,215,59,12,2,4,1,0,4,4,0,0,0,.231,0.00%,0,0.00,1.12,1,0,.000,0,148,101,47,2016,43.0
524,小熊凌祐,中,○,2.80,5,2,0,25,14,542/3,4.12,903,231,43,4,29,1,1,17,17,1,1,0,.217,50.00%,25,4.59,1.30,91,23,.253,2,145,96,49,2016,164.0
525,又吉克樹,中,○,2.80,6,6,0,55,62,542/3,9.05,1008,239,58,3,17,3,0,22,17,0,0,0,.270,0.00%,0,0.00,1.37,76,26,.342,1,152,117,35,2016,164.0
526,吉見一起,中,○,3.08,6,7,0,81,21,1311/3,5.55,2018,535,134,11,27,0,2,49,45,1,0,0,.269,52.38%,32,2.15,1.21,312,79,.253,7,144,119,25,2016,394.0
527,祖父江大輔,中,○,3.14,0,4,0,31,46,43,6.49,802,177,32,3,18,2,0,18,15,0,0,0,.205,0.00%,0,0.00,1.16,51,15,.294,1,150,120,30,2016,129.0
528,岡田俊哉,中,○,3.20,3,1,0,66,57,642/3,9.19,967,273,62,4,18,2,0,28,23,0,0,0,.252,0.00%,0,0.00,1.24,54,12,.222,0,149,113,36,2016,194.0
529,小笠原慎之介,中,○,3.36,2,6,0,58,15,721/3,7.22,1263,310,56,7,40,2,0,30,27,0,0,0,.220,50.00%,23,2.84,1.33,121,29,.240,6,150,101,49,2016,217.0
530,武藤祐太,中,,3.38,0,0,0,3,4,51/3,5.06,91,28,9,0,3,0,0,3,2,0,0,0,.375,0.00%,0,0.00,2.25,0,0,.000,0,144,112,32,2016,16.0
531,バルデス,中,,3.51,6,7,0,103,20,1252/3,7.38,2167,534,122,17,39,8,0,54,49,0,0,0,.260,65.00%,69,4.60,1.28,226,56,.248,6,148,100,48,2016,377.0
532,大野雄大,中,○,3.54,7,10,0,85,19,1292/3,5.90,2130,547,126,11,37,2,0,59,51,3,1,1,.254,68.42%,42,2.80,1.26,300,79,.263,3,148,116,32,2016,389.0
533,佐藤優,中,○,3.67,1,0,0,18,14,27,6.00,486,123,21,1,21,1,0,12,11,0,0,0,.223,0.00%,6,3.18,1.56,47,13,.277,1,147,112,35,2016,81.0
534,福谷浩司,中,,4.05,1,2,8,23,41,40,5.18,639,171,45,6,9,2,0,18,18,0,0,0,.288,0.00%,0,0.00,1.35,69,24,.348,0,155,112,43,2016,120.0
535,若松駿太,中,○,4.06,7,8,0,85,19,1151/3,6.63,2052,497,127,10,37,0,0,55,52,3,0,1,.281,55.56%,51,3.79,1.42,224,65,.290,6,143,97,46,2016,346.0
536,ジョーダン,中,,4.24,6,6,0,108,22,121,8.03,2243,523,111,12,54,8,0,62,57,0,0,0,.248,52.38%,58,4.11,1.36,277,66,.238,7,151,102,49,2016,363.0
537,セプティモ,中,,4.26,0,1,0,1,3,61/3,1.42,100,30,8,0,3,0,0,4,3,0,0,0,.296,0.00%,2,3.00,1.74,21,7,.333,0,148,116,32,2016,19.0
538,山井大介,中,,4.52,1,8,0,45,33,632/3,6.36,1028,276,60,9,23,4,1,33,32,0,0,0,.249,16.67%,6,1.46,1.29,102,21,.206,3,146,104,42,2016,191.0
539,ネイラー,中,,4.62,1,2,0,34,7,37,8.27,658,163,34,3,18,3,0,21,19,0,0,0,.246,57.14%,18,4.26,1.41,91,23,.253,2,149,104,45,2016,111.0
540,福敬登,中,,4.78,1,2,0,31,27,431/3,6.44,761,186,42,1,18,3,0,26,23,0,0,0,.266,0.00%,0,0.00,1.38,41,10,.244,0,147,102,45,2016,130.0
541,伊藤準規,中,,6.05,1,2,0,12,6,191/3,5.59,355,89,22,2,9,0,0,14,13,0,0,0,.278,0.00%,5,2.81,1.60,18,5,.278,1,150,111,39,2016,58.0
542,岩瀬仁紀,中,○,6.10,0,2,0,5,15,101/3,4.35,171,48,14,1,3,0,0,8,7,0,0,0,.311,0.00%,0,0.00,1.65,10,6,.600,1,141,122,19,2016,31.0
543,濱田達郎,中,,15.75,0,1,0,0,1,4,0.00,90,25,8,0,5,0,0,7,7,0,0,0,.444,0.00%,0,0.00,3.25,7,3,.429,0,138,114,24,2016,12.0
544,金子丈,中,,18.00,0,0,0,0,1,1,0.00,22,6,2,1,1,0,0,2,2,0,0,0,.400,0.00%,0,0.00,3.00,0,0,.000,0,146,120,26,2016,3.0
545,岩本輝,阪,,0.00,2,1,0,11,3,182/3,5.30,307,76,11,0,11,1,0,1,0,0,0,0,.180,100.00%,13,5.85,1.18,23,4,.174,0,144,93,51,2012,56.0
546,加藤康介,阪,○,0.83,0,0,0,34,41,322/3,9.37,473,120,15,1,11,1,0,4,3,0,0,0,.139,0.00%,0,0.00,0.80,22,4,.182,1,147,122,25,2012,98.0
547,藤川球児,阪,,1.32,2,2,24,58,48,472/3,10.95,792,189,34,1,15,1,2,7,7,0,0,0,.207,0.00%,0,0.00,0.99,109,26,.239,0,153,112,41,2012,143.0
548,福原忍,阪,,1.76,2,4,1,43,60,51,7.59,830,216,48,2,12,4,1,13,10,0,0,0,.247,0.00%,0,0.00,1.16,62,15,.242,1,153,110,43,2012,153.0
549,歳内宏明,阪,,1.80,0,0,0,3,1,5,5.40,74,21,4,0,2,0,0,1,1,0,0,0,.222,0.00%,1,1.80,1.20,8,3,.375,0,142,103,39,2012,15.0
550,鶴直人,阪,○,1.89,1,0,0,30,43,57,4.74,840,223,40,3,16,1,1,13,12,0,0,0,.202,0.00%,0,0.00,0.96,16,3,.188,0,145,98,47,2012,171.0
551,渡辺亮,阪,○,2.06,0,0,0,33,50,521/3,5.68,972,239,50,3,31,2,0,18,12,0,0,0,.253,0.00%,0,0.00,1.55,15,1,.067,1,148,110,38,2012,157.0
552,久保康友,阪,,2.33,4,7,0,65,18,108,5.42,1695,442,99,7,25,5,0,31,28,1,0,0,.249,75.00%,30,2.39,1.15,259,64,.247,3,151,93,58,2012,324.0
553,榎田大樹,阪,,2.34,3,3,2,37,48,421/3,7.87,741,188,36,2,20,8,3,13,11,0,0,0,.237,0.00%,0,0.00,1.25,87,24,.276,2,146,116,30,2012,127.0
554,能見篤史,阪,○,2.42,10,10,0,172,29,182,8.51,2857,737,157,14,37,3,2,61,49,3,2,1,.231,70.37%,63,3.02,1.05,365,81,.222,7,148,93,55,2012,546.0
555,鄭凱文,阪,,2.45,0,0,0,6,10,11,4.91,170,48,10,1,4,0,0,3,3,0,0,0,.238,0.00%,0,0.00,1.27,5,1,.200,0,146,108,38,2012,33.0
556,メッセンジャー,阪,○,2.52,10,11,0,166,30,1962/3,7.60,3189,801,165,7,65,4,5,65,55,3,2,0,.234,72.41%,69,3.09,1.14,382,89,.233,5,155,108,47,2012,590.0
557,スタンリッジ,阪,,2.69,7,12,0,102,25,1501/3,6.11,2500,619,134,8,45,11,2,50,45,1,0,0,.246,72.00%,35,1.98,1.18,336,86,.256,7,153,112,41,2012,451.0
558,筒井和也,阪,○,3.24,2,1,2,46,58,50,8.28,867,209,45,3,19,3,3,19,18,0,0,0,.256,0.00%,0,0.00,1.22,57,13,.228,1,148,101,47,2012,150.0
559,小嶋達也,阪,,3.38,0,0,0,8,4,51/3,13.50,122,28,6,0,4,3,0,2,2,0,0,0,.286,0.00%,0,0.00,1.88,0,0,.000,0,147,116,31,2012,16.0
560,白仁田寛和,阪,○,3.38,0,0,0,0,2,22/3,0.00,31,10,3,0,0,0,0,1,1,0,0,0,.300,0.00%,0,0.00,1.13,0,0,.000,0,144,116,28,2012,8.0
561,岩田稔,阪,,3.52,8,14,0,107,25,1531/3,6.28,2449,648,157,10,41,2,3,73,60,0,0,0,.270,60.00%,47,2.63,1.27,329,79,.240,5,147,103,44,2012,460.0
562,安藤優也,阪,,4.05,3,7,0,42,13,731/3,5.15,1125,310,78,6,15,1,0,36,33,0,0,0,.274,53.85%,22,2.44,1.27,165,46,.279,3,147,103,44,2012,220.0
563,二神一人,阪,,4.38,0,1,0,7,4,121/3,5.11,185,49,14,2,2,0,0,7,6,0,0,0,.304,0.00%,5,4.50,1.30,9,4,.444,0,143,105,38,2012,37.0
564,久保田智之,阪,,6.00,0,0,0,2,4,3,6.00,45,13,3,0,1,0,0,2,2,0,0,0,.300,0.00%,0,0.00,1.33,1,1,1.000,0,151,123,28,2012,9.0
565,伊藤和雄,阪,,6.75,0,1,0,2,1,4,4.50,70,22,7,0,3,0,0,4,3,0,0,0,.412,0.00%,1,1.80,2.50,10,4,.400,0,144,113,31,2012,12.0
566,藤原正典,阪,○,7.36,0,0,0,3,5,32/3,7.36,83,19,6,0,2,0,0,3,3,0,0,0,.375,0.00%,0,0.00,2.18,0,0,.000,0,148,123,25,2012,11.0
567,秋山拓巳,阪,,9.00,1,1,0,6,2,8,6.75,161,39,15,3,2,0,1,8,8,0,0,0,.417,0.00%,7,6.30,2.00,21,9,.429,1,142,103,39,2012,24.0
568,ザラテ,阪,,9.00,0,0,0,2,2,2,9.00,44,12,4,0,1,0,0,3,2,0,0,0,.444,0.00%,0,0.00,2.50,0,0,.000,0,154,126,28,2012,6.0
569,福原忍,阪,○,1.20,4,0,14,38,50,45,7.60,738,184,40,2,11,2,1,9,6,0,0,0,.238,0.00%,0,0.00,1.11,87,17,.195,0,150,107,43,2013,135.0
570,藤原正典,阪,,1.32,0,0,0,10,10,132/3,6.59,222,58,10,0,8,0,0,4,2,0,0,0,.213,0.00%,0,0.00,1.32,0,0,.000,0,147,112,35,2013,41.0
571,加藤康介,阪,○,1.97,1,2,1,54,61,501/3,9.66,821,199,36,3,13,1,2,12,11,0,0,0,.203,0.00%,0,0.00,0.93,49,8,.163,1,147,107,40,2013,151.0
572,玉置隆,阪,,2.19,0,0,0,10,7,121/3,7.30,180,47,6,2,6,0,1,3,3,0,0,0,.146,0.00%,0,0.00,0.89,7,1,.143,0,144,120,24,2013,37.0
573,安藤優也,阪,○,2.28,4,2,1,32,58,511/3,5.61,831,219,53,1,18,3,5,14,13,0,0,0,.273,0.00%,0,0.00,1.29,78,16,.205,0,147,121,26,2013,154.0
574,筒井和也,阪,○,2.58,4,1,1,39,39,451/3,7.74,761,179,34,4,11,1,0,13,13,0,0,0,.206,0.00%,0,0.00,0.99,36,6,.167,0,146,99,47,2013,136.0
575,ボイヤー,阪,○,2.67,3,1,0,21,22,27,7.00,410,104,20,3,4,0,0,8,8,0,0,0,.204,0.00%,0,0.00,0.89,12,4,.333,1,156,113,43,2013,81.0
576,能見篤史,阪,○,2.69,11,7,0,127,25,1802/3,6.33,2647,724,155,18,41,0,1,57,54,6,2,1,.232,80.00%,80,3.83,1.08,389,95,.244,10,149,110,39,2013,542.0
577,スタンリッジ,阪,○,2.74,8,12,0,124,26,1602/3,6.95,2691,677,161,12,47,4,2,62,49,2,2,1,.266,73.08%,54,2.84,1.28,362,86,.238,7,153,113,40,2013,482.0
578,藤浪晋太郎,阪,○,2.75,10,6,0,126,24,1372/3,8.24,2252,563,119,10,44,2,0,48,42,0,0,0,.235,60.87%,50,3.08,1.18,338,79,.234,6,153,109,44,2013,413.0
579,久保康友,阪,○,2.85,3,4,6,46,44,532/3,7.71,914,224,48,4,17,2,4,19,17,0,0,0,.241,0.00%,0,0.00,1.14,82,21,.256,2,151,95,56,2013,161.0
580,メッセンジャー,阪,○,2.89,12,8,0,183,30,1961/3,8.39,3265,811,174,13,56,4,0,68,63,6,3,3,.241,68.97%,107,4.65,1.17,354,84,.237,5,154,106,48,2013,589.0
581,白仁田寛和,阪,,3.38,1,0,0,3,2,8,3.38,123,34,10,0,2,0,0,3,3,0,0,0,.333,50.00%,11,11.00,1.50,8,3,.375,0,147,115,32,2013,24.0
582,榎田大樹,阪,,3.61,4,9,0,78,16,921/3,7.60,1519,389,70,11,38,8,0,39,37,0,0,0,.212,50.00%,34,3.15,1.17,196,33,.168,3,144,106,38,2013,277.0
583,渡辺亮,阪,○,3.77,1,0,0,8,15,141/3,5.02,252,64,11,2,10,1,0,6,6,0,0,0,.212,0.00%,0,0.00,1.47,6,2,.333,0,144,116,28,2013,43.0
584,秋山拓巳,阪,,3.83,0,3,0,36,8,442/3,7.25,771,189,46,6,12,0,0,21,19,0,0,0,.267,37.50%,13,2.60,1.30,66,23,.348,4,146,106,40,2013,134.0
585,松田遼馬,阪,,4.25,1,2,0,29,27,292/3,8.80,524,125,34,6,6,0,1,14,14,0,0,0,.296,0.00%,0,0.00,1.31,37,9,.243,2,150,105,45,2013,89.0
586,岩本輝,阪,,4.50,0,0,0,2,1,4,4.50,69,17,4,0,3,0,0,2,2,0,0,0,.308,0.00%,3,6.75,1.75,12,4,.333,0,142,95,47,2013,12.0
587,清原大貴,阪,,4.50,0,0,0,3,3,4,6.75,80,21,7,0,2,0,0,2,2,0,0,0,.368,0.00%,0,0.00,2.25,0,0,.000,0,143,118,25,2013,12.0
588,鶴直人,阪,,4.67,3,1,0,17,20,342/3,4.41,549,144,38,4,7,1,0,19,18,0,0,0,.288,33.33%,2,1.20,1.30,47,9,.191,1,146,102,44,2013,104.0
589,岩田稔,阪,,4.95,2,5,0,25,9,432/3,5.15,715,189,43,3,16,1,0,26,24,0,0,0,.262,50.00%,19,3.72,1.35,44,14,.318,1,149,110,39,2013,131.0
590,ザラテ,阪,,5.40,0,0,0,1,2,12/3,5.40,47,9,2,0,2,0,0,1,1,0,0,0,.333,0.00%,0,0.00,2.40,0,0,.000,0,148,123,25,2013,5.0
591,久保田智之,阪,,5.57,0,2,0,14,17,21,6.00,344,94,17,2,13,1,1,15,13,0,0,0,.227,0.00%,0,0.00,1.38,20,5,.250,1,149,112,37,2013,63.0
592,歳内宏明,阪,,5.63,0,0,0,1,5,8,1.13,128,32,4,3,2,1,0,5,5,0,0,0,.138,0.00%,0,0.00,0.75,0,0,.000,0,144,104,40,2013,24.0
593,小嶋達也,阪,,7.50,1,1,0,8,3,12,6.00,236,55,15,3,6,0,0,10,10,0,0,0,.313,33.33%,7,5.25,1.75,30,6,.200,0,142,99,43,2013,36.0
594,川﨑雄介,阪,,9.00,0,0,0,2,1,2,9.00,46,13,3,0,3,1,0,2,2,0,0,0,.333,0.00%,0,0.00,3.00,0,0,.000,0,140,112,28,2013,6.0
595,西村憲,阪,,27.00,0,1,0,0,3,1,0.00,35,7,2,0,2,0,0,3,3,0,0,0,.400,0.00%,0,0.00,4.00,1,1,1.000,0,143,118,25,2013,3.0
596,高宮和也,阪,,27.00,0,0,0,1,1,1,9.00,24,6,3,2,0,0,0,3,3,0,0,0,.500,0.00%,0,0.00,3.00,0,0,.000,0,145,119,26,2013,3.0
597,呉昇桓,阪,○,1.76,2,4,39,81,64,662/3,10.94,1124,258,41,5,13,1,2,18,13,0,0,0,.171,0.00%,0,0.00,0.78,132,25,.189,3,154,117,37,2014,200.0
598,松田遼馬,阪,○,1.93,0,0,0,3,6,42/3,5.79,67,19,3,0,2,0,0,1,1,0,0,0,.176,0.00%,0,0.00,1.07,12,3,.250,0,152,131,21,2014,14.0
599,岩田稔,阪,,2.54,9,8,0,116,22,1482/3,7.02,2321,601,123,13,43,2,1,50,42,1,0,1,.228,72.73%,47,2.71,1.11,284,66,.232,9,149,109,40,2014,446.0
600,高宮和也,阪,○,2.89,1,0,0,14,22,182/3,6.75,319,78,18,3,3,1,0,7,6,0,0,0,.250,0.00%,0,0.00,1.13,10,3,.300,1,145,112,33,2014,56.0
601,メッセンジャー,阪,○,3.20,13,10,0,226,31,2081/3,9.76,3544,872,188,14,69,8,0,81,74,3,3,0,.244,77.42%,96,3.86,1.23,408,94,.230,6,156,92,64,2014,625.0
602,岩崎優,阪,,3.50,5,4,0,76,17,90,7.60,1501,379,85,6,26,4,3,37,35,0,0,0,.249,41.18%,39,3.69,1.20,215,53,.247,5,142,92,50,2014,270.0
603,藤浪晋太郎,阪,○,3.53,11,8,0,172,25,163,9.50,2844,704,150,6,64,11,0,79,64,2,0,0,.249,60.00%,106,5.48,1.31,260,66,.254,4,157,110,47,2014,489.0
604,金田和之,阪,○,3.61,5,1,0,41,40,621/3,5.92,1021,264,65,6,20,0,1,27,25,0,0,0,.272,0.00%,5,4.50,1.35,42,16,.381,1,150,115,35,2014,187.0
605,建山義紀,阪,,3.68,0,0,0,3,8,71/3,3.68,109,31,9,0,1,1,0,3,3,0,0,0,.321,0.00%,0,0.00,1.36,0,0,.000,0,143,109,34,2014,22.0
606,安藤優也,阪,○,3.80,6,2,0,41,53,471/3,7.80,876,206,53,2,16,0,2,21,20,0,0,0,.293,0.00%,0,0.00,1.42,99,29,.293,2,148,119,29,2014,142.0
607,玉置隆,阪,,3.86,0,0,0,8,5,42/3,15.43,63,19,4,1,1,0,0,2,2,0,0,0,.222,0.00%,0,0.00,1.07,3,1,.333,0,145,126,19,2014,14.0
608,能見篤史,阪,○,3.99,9,13,0,151,26,1691/3,8.03,2729,720,170,16,48,3,0,81,75,3,1,0,.261,69.23%,86,4.32,1.29,318,77,.242,7,148,111,37,2014,508.0
609,福原忍,阪,○,4.05,4,6,0,47,60,531/3,7.93,926,224,55,8,13,2,0,24,24,0,0,0,.270,0.00%,0,0.00,1.28,103,23,.223,3,152,109,43,2014,160.0
610,渡辺亮,阪,,4.50,0,0,0,7,14,14,4.50,243,64,12,2,11,0,0,10,7,0,0,0,.231,0.00%,0,0.00,1.64,2,0,.000,0,146,118,28,2014,42.0
611,加藤康介,阪,,4.56,3,0,0,15,32,232/3,5.70,401,115,31,2,10,2,2,12,12,0,0,0,.320,0.00%,0,0.00,1.65,38,11,.289,0,143,117,26,2014,71.0
612,岩貞祐太,阪,,4.60,1,4,0,21,6,291/3,6.44,471,127,24,2,15,0,0,18,15,0,0,0,.229,33.33%,7,2.03,1.33,27,11,.407,0,146,120,26,2014,88.0
