,選手名,球団,一軍,防御率,勝,負,S,奪三振,試合数,投球回,奪三振率,投球数,打者数,被安打,被本塁打,与四球,与死球,敬遠,失点,自責点,完投,完封,無四球,被打率,QS率,援護点,援護率,WHIP,UP打数,UP被安打,UP被打率,UP被本塁打,最高球速,最低球速,球速差,year,get_out
1192,阿部和成,ロ,,4.67,0,0,0,6,13,171/3,3.12,320,85,22,2,11,0,0,10,9,0,0,0,.306,0.00%,0,0.00,1.90,0,0,.000,0,147,116,31,2016,52.0
1193,二木康太,ロ,,5.34,7,9,0,81,22,1161/3,6.27,2045,518,143,12,34,2,1,74,69,1,0,0,.307,33.33%,65,4.80,1.51,210,64,.305,4,146,97,49,2016,349.0
1194,関谷亮太,ロ,,5.52,5,6,0,58,16,88,5.93,1538,391,100,8,34,5,0,58,54,0,0,0,.292,43.75%,51,4.83,1.52,164,50,.305,3,146,107,39,2016,264.0
1195,高野圭佑,ロ,,5.87,1,0,0,7,14,151/3,4.11,312,75,15,1,15,0,0,10,10,0,0,0,.259,0.00%,0,0.00,1.96,15,2,.133,0,151,126,25,2016,46.0
1196,大嶺祐太,ロ,,6.49,1,3,0,14,14,342/3,3.63,681,175,47,1,26,2,1,31,25,0,0,0,.338,33.33%,14,4.85,2.08,74,22,.297,1,147,102,45,2016,104.0
1197,イ・デウン,ロ,,7.20,0,0,0,2,3,5,3.60,113,25,6,1,4,1,0,5,4,0,0,0,.333,0.00%,3,6.75,2.00,13,3,.231,1,153,114,39,2016,15.0
1198,香月良仁,ロ,,8.44,0,0,0,4,11,102/3,3.38,210,51,16,2,4,0,0,11,10,0,0,0,.348,0.00%,0,0.00,1.88,4,1,.250,0,145,104,41,2016,32.0
1199,古谷拓哉,ロ,,8.84,0,4,0,6,5,181/3,2.95,347,92,25,1,11,0,0,19,18,0,0,0,.338,0.00%,3,1.69,1.96,29,11,.379,0,139,103,36,2016,55.0
1200,東條大樹,ロ,,10.03,0,0,0,6,11,112/3,4.63,247,62,14,1,14,2,0,13,13,0,0,0,.318,0.00%,0,0.00,2.40,3,1,.333,0,148,113,35,2016,35.0
1201,金森敬之,ロ,,36.00,0,0,0,1,1,1,9.00,24,9,5,0,1,0,0,4,4,0,0,0,.625,0.00%,0,0.00,6.00,0,0,.000,0,141,108,33,2016,3.0
1202,鴨志田貴司,オ,,0.00,0,0,0,1,2,21/3,3.86,41,8,0,0,2,0,0,0,0,0,0,0,.000,0.00%,0,0.00,0.86,0,0,.000,0,146,120,26,2012,7.0
1203,桑原謙太朗,オ,,0.00,0,0,0,1,2,2,4.50,40,8,0,0,1,1,0,0,0,0,0,0,.000,0.00%,0,0.00,0.50,0,0,.000,0,140,124,16,2012,6.0
1204,前田祐二,オ,○,1.30,3,2,0,19,5,272/3,6.18,491,122,28,0,12,1,0,10,4,0,0,0,.267,20.00%,15,4.82,1.45,64,19,.297,0,145,97,48,2012,83.0
1205,比嘉幹貴,オ,○,1.80,1,0,0,5,12,10,4.50,116,34,8,0,0,0,0,2,2,0,0,0,.250,0.00%,0,0.00,0.80,2,1,.500,0,144,101,43,2012,30.0
1206,平野佳寿,オ,○,2.15,7,4,9,80,70,792/3,9.04,1194,307,65,4,5,2,1,21,19,0,0,0,.221,0.00%,0,0.00,0.87,151,37,.245,4,156,117,39,2012,239.0
1207,マエストリ,オ,,2.17,4,3,0,40,8,492/3,7.25,795,204,45,0,12,4,0,17,12,1,0,1,.246,50.00%,26,4.42,1.15,95,26,.274,0,149,114,35,2012,149.0
1208,金子千尋,オ,,2.40,4,3,0,56,9,632/3,7.92,1015,265,65,2,15,1,0,19,17,2,1,1,.273,77.78%,21,2.86,1.26,119,33,.277,1,149,101,48,2012,191.0
1209,岸田護,オ,○,2.42,4,2,18,49,52,52,8.48,838,214,49,5,13,0,4,15,14,0,0,0,.254,0.00%,0,0.00,1.12,92,20,.217,4,149,126,23,2012,156.0
1210,木佐貫洋,オ,○,2.60,5,9,0,96,24,1521/3,5.67,2301,628,138,8,42,3,1,47,44,5,1,1,.244,66.67%,42,2.44,1.18,312,87,.279,5,145,111,34,2012,457.0
1211,西勇輝,オ,○,2.78,8,3,0,87,19,123,6.37,1940,503,106,3,33,5,0,41,38,2,1,0,.236,63.16%,55,3.75,1.13,275,65,.236,2,147,111,36,2012,369.0
1212,中山慎也,オ,○,2.87,1,7,0,93,53,1062/3,7.85,1802,447,105,4,30,3,0,39,34,0,0,0,.264,40.00%,24,4.00,1.27,200,63,.315,2,146,96,50,2012,320.0
1213,海田智行,オ,,3.04,0,4,0,30,31,561/3,4.79,908,245,63,2,20,1,0,19,19,0,0,0,.293,40.00%,2,0.72,1.47,64,18,.281,2,143,104,39,2012,169.0
1214,吉野誠,オ,○,3.05,2,1,0,12,40,202/3,5.23,337,87,19,2,7,1,1,7,7,0,0,0,.268,0.00%,0,0.00,1.21,18,5,.278,1,145,114,31,2012,62.0
1215,フィガロ,オ,,3.09,0,5,0,37,11,64,5.20,1050,268,61,5,19,3,0,23,22,0,0,0,.258,54.55%,12,1.57,1.25,146,40,.274,5,155,118,37,2012,192.0
1216,佐藤達也,オ,○,3.43,0,1,0,23,14,21,9.86,384,91,17,0,9,0,0,10,8,0,0,0,.221,0.00%,0,0.00,1.24,6,1,.167,0,152,126,26,2012,63.0
1217,塚原頌平,オ,,3.60,1,1,0,25,16,35,6.43,515,143,27,3,13,0,0,14,14,0,0,0,.216,0.00%,5,3.75,1.14,30,7,.233,0,148,116,32,2012,105.0
1218,マクレーン,オ,,3.91,5,4,0,28,18,69,3.65,1171,303,74,4,26,4,0,36,30,0,0,0,.279,15.38%,34,4.50,1.45,161,39,.242,1,139,97,42,2012,207.0
1219,寺原隼人,オ,,3.92,6,8,0,61,16,101,5.44,1622,441,114,7,31,3,0,49,44,1,1,0,.292,62.50%,43,3.69,1.44,203,56,.276,2,153,112,41,2012,303.0
1220,近藤一樹,オ,,4.50,0,1,0,3,1,6,4.50,116,27,8,0,1,0,0,4,3,0,0,0,.308,100.00%,1,1.50,1.50,11,4,.364,0,142,105,37,2012,18.0
1221,井川慶,オ,,4.65,2,7,0,36,12,62,5.23,1045,278,64,5,31,2,0,35,32,0,0,0,.276,50.00%,15,2.08,1.53,122,31,.254,3,146,89,57,2012,186.0
1222,小松聖,オ,○,4.90,3,5,0,45,21,641/3,6.30,1108,288,73,7,20,6,1,38,35,0,0,0,.282,22.22%,18,3.38,1.43,124,31,.250,3,142,99,43,2012,193.0
1223,香月良太,オ,,5.18,1,2,0,21,52,40,4.73,637,176,42,2,15,2,1,23,23,0,0,0,.276,0.00%,0,0.00,1.40,32,7,.219,0,147,113,34,2012,120.0
1224,ミンチェ,オ,○,5.29,0,3,1,14,37,321/3,3.90,575,148,38,2,16,1,2,19,19,0,0,0,.309,0.00%,0,0.00,1.61,44,15,.341,0,148,121,27,2012,97.0
1225,山田修義,オ,,5.71,0,2,0,7,6,171/3,3.63,283,78,19,3,9,1,0,12,11,0,0,0,.297,0.00%,1,1.00,1.62,19,6,.316,1,138,98,40,2012,52.0
1226,髙橋秀聡,オ,,7.36,0,0,0,2,5,32/3,4.91,71,17,5,0,2,0,0,3,3,0,0,0,.333,0.00%,0,0.00,1.91,0,0,.000,0,147,124,23,2012,11.0
1227,高宮和也,オ,,9.00,0,0,0,0,1,1,0.00,17,4,2,1,0,0,0,1,1,0,0,0,.500,0.00%,0,0.00,2.00,0,0,.000,0,141,126,15,2012,3.0
1228,古川秀一,オ,,10.93,0,0,0,16,10,14,10.29,270,72,27,1,4,1,0,17,17,0,0,0,.415,0.00%,0,0.00,2.21,0,0,.000,0,143,103,40,2012,42.0
1229,西川雅人,オ,,20.25,0,0,0,0,2,11/3,0.00,39,11,4,0,1,1,0,4,3,0,0,0,.444,0.00%,0,0.00,3.75,0,0,.000,0,144,124,20,2012,4.0
1230,馬原孝浩,オ,○,0.00,0,0,0,4,3,3,12.00,45,10,0,0,1,0,0,0,0,0,0,0,.000,0.00%,0,0.00,0.33,5,0,.000,0,149,128,21,2013,9.0
1231,シュルツ,オ,,0.00,0,0,0,1,1,1,9.00,13,3,0,0,0,0,0,0,0,0,0,0,.000,0.00%,0,0.00,0.00,0,0,.000,0,147,126,21,2013,3.0
1232,吉野誠,オ,,0.00,0,0,0,0,1,0,0.00,10,2,1,0,1,0,0,0,0,0,0,0,1.000,0.00%,0,0.00,0.00,1,1,1.000,0,133,125,8,2013,0.0
1233,佐藤達也,オ,○,1.73,2,4,0,88,67,78,10.15,1359,313,46,5,41,0,0,15,15,0,0,0,.174,0.00%,0,0.00,1.12,142,25,.176,3,155,128,27,2013,234.0
1234,平野佳寿,オ,○,1.87,2,5,31,71,60,622/3,10.20,1002,258,57,2,14,1,0,16,13,0,0,0,.242,0.00%,0,0.00,1.13,135,28,.207,1,153,109,44,2013,188.0
1235,金子千尋,オ,○,2.01,15,8,0,200,29,2231/3,8.06,3455,881,166,10,58,3,0,55,50,10,3,1,.210,86.21%,83,3.18,1.00,424,83,.196,6,150,101,49,2013,670.0
1236,岸田護,オ,,2.12,3,2,0,53,37,462/3,10.22,727,191,43,3,7,0,0,16,11,0,0,0,.238,0.00%,0,0.00,1.07,68,15,.221,2,148,106,42,2013,140.0
1237,比嘉幹貴,オ,○,2.12,4,3,0,54,59,591/3,8.19,907,235,52,4,11,1,0,15,14,0,0,0,.241,0.00%,0,0.00,1.06,55,13,.236,2,146,92,54,2013,178.0
1238,平井正史,オ,,2.21,0,0,0,19,21,201/3,8.41,373,96,26,0,7,2,0,5,5,0,0,0,.306,0.00%,0,0.00,1.62,10,5,.500,0,149,126,23,2013,61.0
1239,井川慶,オ,,2.59,3,3,0,41,9,482/3,7.58,803,205,48,2,15,2,0,15,14,0,0,0,.265,44.44%,17,3.00,1.29,129,32,.248,1,144,104,40,2013,146.0
1240,前田祐二,オ,○,2.68,3,4,0,53,21,74,6.45,1230,297,65,7,19,2,0,23,22,0,0,0,.241,41.67%,31,4.23,1.14,139,39,.281,5,141,82,59,2013,222.0
1241,ディクソン,オ,,2.77,8,8,0,88,23,130,6.09,2150,551,128,7,47,4,0,48,40,0,0,0,.260,47.83%,64,4.27,1.35,302,84,.278,2,149,107,42,2013,390.0
1242,古川秀一,オ,,3.38,0,0,0,2,3,22/3,6.75,43,11,3,0,0,0,0,1,1,0,0,0,.300,0.00%,0,0.00,1.13,0,0,.000,0,142,109,33,2013,8.0
1243,西勇輝,オ,,3.63,9,8,0,137,28,166,7.43,2797,708,178,13,42,14,0,74,67,3,0,1,.282,50.00%,88,4.53,1.33,308,100,.325,5,146,104,42,2013,498.0
1244,海田智行,オ,○,3.91,2,5,0,44,35,781/3,5.06,1307,330,80,7,24,0,0,37,34,0,0,0,.271,33.33%,14,2.74,1.33,142,42,.296,5,146,101,45,2013,235.0
1245,松葉貴大,オ,,4.19,4,6,0,44,17,73,5.42,1251,316,65,5,35,2,0,35,34,0,0,0,.243,28.57%,30,4.09,1.37,131,36,.275,3,149,90,59,2013,219.0
1246,小松聖,オ,○,4.35,0,0,0,32,27,391/3,7.32,639,169,42,2,12,3,0,19,19,0,0,0,.278,0.00%,0,0.00,1.37,4,1,.250,0,143,96,47,2013,118.0
1247,マエストリ,オ,,5.40,7,5,0,42,24,75,5.04,1277,334,77,9,32,12,0,52,45,0,0,0,.277,45.45%,38,5.80,1.45,136,35,.257,3,150,113,37,2013,225.0
1248,森本将太,オ,,5.90,2,1,0,25,25,29,7.76,540,144,34,0,22,2,0,20,19,0,0,0,.288,0.00%,0,0.00,1.93,10,3,.300,0,155,113,42,2013,87.0
1249,桑原謙太朗,オ,,6.23,0,0,0,10,6,82/3,10.38,193,42,8,0,6,2,0,8,6,0,0,0,.242,0.00%,0,0.00,1.62,7,3,.429,0,144,123,21,2013,26.0
1250,中山慎也,オ,,6.59,0,3,0,10,15,132/3,6.59,299,71,19,4,9,2,0,11,10,0,0,0,.339,0.00%,0,0.00,2.05,22,9,.409,2,143,112,31,2013,41.0
1251,戸田亮,オ,,6.75,0,0,0,3,5,51/3,5.06,82,26,9,0,2,0,0,5,4,0,0,0,.375,0.00%,0,0.00,2.06,0,0,.000,0,149,124,25,2013,16.0
1252,東野峻,オ,○,7.17,1,3,0,15,6,211/3,6.33,453,101,25,2,15,0,0,17,17,0,0,0,.301,0.00%,6,3.00,1.88,36,10,.278,0,146,108,38,2013,64.0
1253,八木智哉,オ,,8.18,0,2,0,8,3,11,6.55,205,51,15,3,4,0,0,11,10,0,0,0,.333,0.00%,4,3.00,1.73,19,6,.316,1,139,112,27,2013,33.0
1254,近藤一樹,オ,,9.00,0,0,0,6,5,8,6.75,124,36,13,2,1,0,0,8,8,0,0,0,.394,0.00%,0,0.00,1.75,0,0,.000,0,145,101,44,2013,24.0
1255,ミルズ,オ,○,10.13,0,1,0,2,1,22/3,6.75,61,15,6,0,2,0,0,3,3,0,0,0,.500,0.00%,0,0.00,3.00,9,3,.333,0,139,112,27,2013,8.0
1256,松本幸大,オ,,11.25,0,2,0,10,12,8,11.25,169,46,17,2,5,0,1,11,10,0,0,0,.436,0.00%,0,0.00,2.63,6,4,.667,1,143,114,29,2013,24.0
1257,山田修義,オ,,20.25,0,0,0,1,1,11/3,6.75,25,8,4,0,0,0,0,3,3,0,0,0,.571,0.00%,0,0.00,3.00,0,0,.000,0,134,100,34,2013,4.0
1258,鴨志田貴司,オ,,27.00,1,0,0,1,2,1,9.00,31,7,1,0,3,0,0,3,3,0,0,0,.250,0.00%,0,0.00,4.00,0,0,.000,0,144,115,29,2013,3.0
1259,ミンチェ,オ,,27.00,0,0,0,0,1,1,0.00,26,7,3,0,1,0,0,3,3,0,0,0,.750,0.00%,0,0.00,4.00,0,0,.000,0,144,129,15,2013,3.0
1260,平井正史,オ,,0.00,0,0,0,0,1,1,0.00,17,4,1,0,0,0,0,0,0,0,0,0,.250,0.00%,0,0.00,1.00,0,0,.000,0,144,129,15,2014,3.0
1261,大山暁史,オ,,0.00,0,0,0,0,1,02/3,0.00,11,2,0,0,0,0,0,0,0,0,0,0,.000,0.00%,0,0.00,0.00,0,0,.000,0,140,106,34,2014,2.0
1262,比嘉幹貴,オ,○,0.79,7,1,0,48,62,562/3,7.62,833,231,53,2,12,1,2,9,5,0,0,0,.248,0.00%,0,0.00,1.11,84,22,.262,2,147,85,62,2014,170.0
1263,佐藤達也,オ,○,1.09,6,4,1,85,67,741/3,10.29,1281,288,39,4,30,2,0,11,9,0,0,0,.157,0.00%,0,0.00,0.93,127,18,.142,3,153,124,29,2014,223.0
1264,桑原謙太朗,オ,,1.69,0,0,0,6,4,51/3,10.13,114,26,7,0,3,0,0,1,1,0,0,0,.304,0.00%,0,0.00,1.88,0,0,.000,0,148,121,27,2014,16.0
1265,榊原諒,オ,○,1.80,0,0,0,8,11,15,4.80,217,63,15,1,6,0,0,4,3,0,0,0,.273,0.00%,0,0.00,1.40,0,0,.000,0,143,124,19,2014,45.0
1266,マエストリ,オ,○,1.97,3,1,0,48,36,501/3,8.58,869,213,31,5,30,5,2,12,11,0,0,0,.180,0.00%,0,0.00,1.17,37,8,.216,1,153,116,37,2014,151.0
1267,金子千尋,オ,○,1.98,16,5,0,199,26,191,9.38,3000,763,157,7,42,3,0,48,42,4,3,1,.228,84.62%,109,4.93,1.04,359,80,.223,4,150,92,58,2014,573.0
1268,中山慎也,オ,○,2.34,1,0,0,38,35,421/3,8.08,734,175,30,1,17,2,0,18,11,0,0,0,.205,0.00%,0,0.00,1.11,13,4,.308,1,146,110,36,2014,127.0
1269,小松聖,オ,,2.45,0,0,0,1,4,32/3,2.45,61,18,4,0,3,1,0,1,1,0,0,0,.286,0.00%,0,0.00,1.91,0,0,.000,0,140,111,29,2014,11.0
1270,松葉貴大,オ,○,2.77,8,1,0,88,21,1132/3,6.97,1964,468,95,7,45,2,0,41,35,0,0,0,.231,33.33%,62,4.65,1.23,217,51,.235,4,149,101,48,2014,341.0
1271,西勇輝,オ,○,3.29,12,10,0,119,24,156,6.87,2536,640,146,11,35,7,1,65,57,3,1,2,.251,66.67%,81,4.47,1.15,266,69,.259,5,146,96,50,2014,468.0
1272,ディクソン,オ,○,3.33,9,10,0,118,26,154,6.90,2502,657,156,7,55,4,0,62,57,3,1,0,.270,46.15%,83,4.58,1.37,307,80,.261,2,149,110,39,2014,462.0
1273,岸田護,オ,○,3.36,4,3,0,67,55,801/3,7.51,1215,326,65,8,20,2,0,33,30,0,0,0,.219,50.00%,6,2.35,1.06,102,21,.206,3,148,100,48,2014,241.0
1274,平野佳寿,オ,○,3.43,1,6,40,70,62,601/3,10.44,958,238,52,6,13,0,0,23,23,0,0,0,.241,0.00%,0,0.00,1.08,117,33,.282,2,154,118,36,2014,181.0
1275,馬原孝浩,オ,○,3.55,1,4,0,42,55,502/3,7.46,876,212,45,2,20,2,0,21,20,0,0,0,.239,0.00%,0,0.00,1.28,81,21,.259,1,152,119,33,2014,152.0
1276,東明大貴,オ,,3.79,5,7,0,80,26,992/3,7.22,1761,437,93,11,45,4,1,44,42,0,0,0,.253,31.25%,39,4.03,1.37,199,52,.261,7,150,108,42,2014,299.0
1277,吉田一将,オ,,3.81,5,6,0,62,15,752/3,7.37,1258,318,70,9,24,2,0,34,32,0,0,0,.249,28.57%,27,3.08,1.24,154,34,.221,3,147,107,40,2014,227.0
1278,井川慶,オ,,3.82,2,2,0,28,8,33,7.64,546,149,37,4,12,0,0,17,14,0,0,0,.285,0.00%,17,4.50,1.48,87,24,.276,2,145,107,38,2014,99.0
1279,近藤一樹,オ,,4.70,0,1,0,7,2,72/3,8.22,145,34,10,1,2,0,0,4,4,0,0,0,.323,0.00%,4,4.00,1.57,15,3,.200,1,144,103,41,2014,23.0
1280,八木智哉,オ,,7.36,0,0,0,2,3,32/3,4.91,79,18,6,0,1,0,0,3,3,0,0,0,.375,0.00%,1,9.00,1.91,9,4,.444,0,139,117,22,2014,11.0
1281,海田智行,オ,,7.58,0,1,0,11,19,19,5.21,329,88,26,1,4,2,0,17,16,0,0,0,.321,0.00%,0,0.00,1.58,5,3,.600,0,145,106,39,2014,57.0
1282,古川秀一,オ,,2.08,0,0,0,3,5,41/3,6.23,54,16,4,0,0,0,0,1,1,0,0,0,.250,0.00%,0,0.00,0.92,1,1,1.000,0,138,106,32,2015,13.0
1283,西勇輝,オ,○,2.38,10,6,0,143,24,1622/3,7.91,2592,655,140,11,43,6,0,46,43,3,2,0,.236,83.33%,77,4.08,1.13,382,86,.225,4,148,99,49,2015,488.0
1284,ディクソン,オ,,2.48,9,9,0,88,20,1302/3,6.06,2144,538,119,3,44,1,1,39,36,1,0,0,.249,75.00%,50,3.24,1.24,270,64,.237,2,149,117,32,2015,392.0
1285,小松聖,オ,○,2.51,0,0,1,13,12,141/3,8.16,235,53,7,1,5,1,0,4,4,0,0,0,.152,0.00%,0,0.00,0.84,2,0,.000,0,139,85,54,2015,43.0
1286,岸田護,オ,○,2.56,4,3,0,54,50,522/3,9.23,823,213,46,2,13,1,0,17,15,0,0,0,.238,0.00%,0,0.00,1.12,52,13,.250,0,148,115,33,2015,158.0
1287,海田智行,オ,○,2.61,2,2,0,27,48,411/3,5.88,706,180,38,3,15,2,2,15,12,0,0,0,.241,0.00%,0,0.00,1.23,35,7,.200,0,143,106,37,2015,124.0
1288,マエストリ,オ,○,3.19,0,2,1,34,28,421/3,7.23,750,190,37,5,23,3,2,18,15,0,0,0,.233,0.00%,0,0.00,1.37,7,3,.429,1,153,115,38,2015,127.0
1289,金子千尋,オ,○,3.19,7,6,0,79,16,93,7.65,1500,379,85,8,18,0,0,34,33,0,0,0,.239,66.67%,43,4.03,1.11,204,48,.235,5,148,92,56,2015,279.0
1290,佐藤達也,オ,○,3.22,2,7,13,77,59,582/3,11.81,1097,249,50,3,23,2,1,23,21,0,0,0,.228,0.00%,0,0.00,1.23,84,18,.214,3,153,112,41,2015,176.0
1291,白仁田寛和,オ,,3.29,2,2,0,27,43,52,4.67,870,221,52,1,23,0,1,20,19,0,0,0,.278,0.00%,0,0.00,1.42,37,13,.351,0,147,112,35,2015,156.0
1292,塚原頌平,オ,,3.30,0,4,1,25,41,432/3,5.15,737,192,36,5,24,6,0,18,16,0,0,0,.234,0.00%,0,0.00,1.37,58,16,.276,2,152,115,37,2015,131.0
1293,バリントン,オ,,3.30,5,3,0,46,14,732/3,5.62,1106,305,60,3,24,8,0,30,27,1,1,0,.225,50.00%,42,4.85,1.14,142,33,.232,1,147,99,48,2015,221.0
1294,東明大貴,オ,○,3.35,10,8,0,118,25,1611/3,6.58,2496,663,148,16,41,5,2,61,60,2,1,0,.247,72.00%,72,3.83,1.16,349,84,.241,9,148,103,45,2015,484.0
1295,平野佳寿,オ,,4.06,0,3,12,39,33,31,11.32,552,136,29,4,14,1,0,14,14,0,0,0,.252,0.00%,0,0.00,1.39,52,15,.288,2,153,119,34,2015,93.0
1296,松葉貴大,オ,,4.28,3,6,0,42,18,80,4.73,1507,360,81,8,47,1,0,42,38,0,0,0,.266,35.71%,33,4.12,1.60,149,39,.262,3,146,99,47,2015,240.0
1297,山﨑福也,オ,,4.53,3,6,0,35,17,572/3,5.46,1066,258,49,9,34,3,1,35,29,0,0,0,.230,25.00%,27,4.42,1.42,89,24,.270,3,144,105,39,2015,173.0
1298,前田祐二,オ,,5.09,1,1,0,13,15,172/3,6.62,368,88,24,2,12,1,1,11,10,0,0,0,.338,0.00%,0,0.00,1.98,16,6,.375,0,140,88,52,2015,53.0
1299,吉田一将,オ,○,5.27,1,5,0,25,14,422/3,5.27,733,191,51,7,19,1,2,28,25,0,0,0,.304,33.33%,5,1.61,1.59,64,22,.344,3,148,102,46,2015,128.0
1300,山田修義,オ,,5.51,0,1,0,12,7,161/3,6.61,346,79,17,1,13,1,0,11,10,0,0,0,.279,0.00%,0,0.00,1.84,14,6,.429,0,145,96,49,2015,49.0
1301,近藤一樹,オ,,6.05,1,4,0,24,10,412/3,5.18,761,190,49,1,14,3,0,31,28,0,0,0,.295,22.22%,13,2.72,1.51,114,32,.281,0,146,101,45,2015,125.0
1302,中山慎也,オ,,6.75,0,0,0,10,8,142/3,6.14,270,70,21,3,4,2,0,12,11,0,0,0,.333,0.00%,0,0.00,1.70,6,3,.500,1,142,109,33,2015,44.0
1303,髙木伴,オ,,7.45,0,0,0,6,7,92/3,5.59,203,52,18,1,9,0,1,9,8,0,0,0,.419,0.00%,0,0.00,2.69,0,0,.000,0,148,122,26,2015,29.0
1304,馬原孝浩,オ,,7.56,1,1,2,2,9,81/3,2.16,169,43,14,3,4,0,0,7,7,0,0,0,.359,0.00%,0,0.00,2.16,16,5,.313,2,151,119,32,2015,25.0
1305,榊原諒,オ,,9.00,0,1,0,5,7,5,9.00,97,23,5,0,3,0,0,5,5,0,0,0,.263,0.00%,0,0.00,1.60,4,2,.500,0,140,120,20,2015,15.0
1306,比嘉幹貴,オ,,16.20,0,0,0,5,8,5,9.00,125,34,16,1,2,1,1,9,9,0,0,0,.533,0.00%,0,0.00,3.40,8,3,.375,0,144,93,51,2015,15.0
1307,森本将太,オ,,18.00,0,0,0,2,2,2,9.00,67,15,4,2,4,1,0,4,4,0,0,0,.400,0.00%,0,0.00,4.00,0,0,.000,0,151,121,30,2015,6.0
1308,坂寄晴一,オ,○,27.00,0,0,0,1,1,02/3,13.50,16,5,2,0,1,0,0,2,2,0,0,0,.500,0.00%,0,0.00,4.50,0,0,.000,0,134,109,25,2015,2.0
1309,鈴木優,オ,○,54.00,0,0,0,0,1,01/3,0.00,7,3,2,0,0,0,0,2,2,0,0,0,.667,0.00%,0,0.00,6.00,0,0,.000,0,143,139,4,2015,1.0
1310,近藤大亮,オ,,0.00,0,0,0,2,1,3,6.00,68,16,4,0,1,0,0,1,0,0,0,0,.267,0.00%,5,11.25,1.67,0,0,.000,0,145,113,32,2016,9.0
1311,平野佳寿,オ,,1.92,4,4,31,57,58,61,8.41,923,237,44,2,16,1,0,13,13,0,0,0,.206,0.00%,0,0.00,0.98,136,28,.206,2,154,115,39,2016,183.0
1312,大山暁史,オ,,2.08,0,0,0,2,3,41/3,4.15,113,27,6,0,5,2,0,8,1,0,0,0,.300,0.00%,0,0.00,2.54,0,0,.000,0,140,120,20,2016,13.0
1313,吉田一将,オ,,2.66,5,2,1,36,54,502/3,6.39,791,204,37,4,16,3,0,17,15,0,0,0,.209,0.00%,0,0.00,1.05,72,11,.153,2,150,111,39,2016,152.0
1314,塚原頌平,オ,,2.67,4,1,0,40,54,54,6.67,952,240,44,5,31,2,0,18,16,0,0,0,.224,0.00%,0,0.00,1.39,62,15,.242,1,152,115,37,2016,162.0
1315,海田智行,オ,,2.78,1,3,0,31,50,451/3,6.15,713,185,40,1,12,0,2,14,14,0,0,0,.235,0.00%,0,0.00,1.10,39,9,.231,1,142,96,46,2016,136.0
1316,赤間謙,オ,,3.09,0,1,0,19,24,35,4.89,604,155,26,2,24,1,1,17,12,0,0,0,.205,0.00%,0,0.00,1.40,12,3,.250,0,147,118,29,2016,105.0
1317,松葉貴大,オ,,3.26,7,9,0,82,28,1322/3,5.56,2292,563,128,10,41,3,0,52,48,1,0,0,.253,68.42%,60,4.19,1.27,211,57,.270,5,148,95,53,2016,398.0
1318,山﨑福也,オ,,3.67,3,2,0,37,17,611/3,5.43,1039,260,55,4,23,3,0,27,25,0,0,0,.242,28.57%,22,5.08,1.27,78,22,.282,1,143,98,45,2016,184.0
1319,金子千尋,オ,,3.83,7,9,0,125,24,162,6.94,2756,676,143,13,59,2,0,71,69,2,1,1,.240,69.57%,61,3.37,1.25,337,85,.252,10,151,101,50,2016,486.0
1320,西勇輝,オ,,4.14,10,12,0,108,26,1651/3,5.88,2910,712,171,4,48,8,1,80,76,2,1,0,.273,53.85%,63,3.28,1.32,384,95,.247,2,149,102,47,2016,496.0
1321,ディクソン,オ,,4.36,9,11,0,139,27,1711/3,7.30,2958,746,183,17,71,5,0,86,83,2,0,0,.282,55.56%,94,4.62,1.48,265,77,.291,5,150,100,50,2016,514.0
1322,八木亮祐,オ,,4.50,0,0,0,2,1,4,4.50,80,18,7,1,1,0,0,2,2,0,0,0,.412,0.00%,0,0.00,2.00,0,0,.000,0,138,100,38,2016,12.0
1323,比嘉幹貴,オ,,4.82,1,1,0,10,16,91/3,9.64,166,43,13,3,3,0,2,5,5,0,0,0,.333,0.00%,0,0.00,1.50,11,3,.273,1,144,97,47,2016,28.0
1324,山田修義,オ,,4.94,2,7,0,43,12,581/3,6.63,1000,245,63,7,19,0,0,35,32,0,0,0,.293,33.33%,17,2.32,1.41,134,39,.291,3,145,95,50,2016,175.0
1325,東明大貴,オ,,4.94,1,10,0,100,24,122,7.38,2144,567,157,13,54,3,2,70,67,0,0,0,.317,31.58%,39,3.13,1.71,237,73,.308,9,148,103,45,2016,366.0
1326,佐藤達也,オ,,5.01,1,4,0,53,43,411/3,11.54,833,188,31,6,36,0,0,24,23,0,0,0,.211,0.00%,0,0.00,1.62,50,10,.200,4,155,117,38,2016,124.0
1327,髙木伴,オ,,6.00,0,0,0,5,4,6,7.50,108,25,5,2,2,0,0,4,4,0,0,0,.227,0.00%,0,0.00,1.17,0,0,.000,0,147,124,23,2016,18.0
1328,青山大紀,オ,,6.75,0,1,0,5,1,4,11.25,68,18,4,1,2,0,0,4,3,0,0,0,.250,0.00%,1,2.25,1.50,3,1,.333,1,143,107,36,2016,12.0
1329,コーディエ,オ,,7.30,0,2,2,14,13,121/3,10.22,273,63,11,2,15,0,0,10,10,0,0,0,.229,0.00%,0,0.00,2.11,14,5,.357,0,159,130,29,2016,37.0
1330,岸田護,オ,,7.90,0,0,0,11,16,132/3,7.24,270,66,20,4,6,0,0,13,12,0,0,0,.345,0.00%,0,0.00,1.90,28,7,.250,0,145,103,42,2016,41.0
